,region,year,athelets_total,medals_total,gdppc_by_year
0,China,1970.0,66.0,0.0,778.0
1,Denmark,1970.0,231.0,9.0,12686.0
2,Netherlands,1970.0,315.0,17.0,11967.0
3,Finland,1970.0,241.0,16.0,9577.0
4,Norway,1970.0,240.0,14.0,10027.0
5,Romania,1970.0,498.0,94.0,2853.0
6,Estonia,1970.0,0.0,0.0,5575.0
7,France,1970.0,599.0,42.0,11410.0
8,Morocco,1970.0,28.0,0.0,1616.0
9,Spain,1970.0,314.0,7.0,6319.0
10,Egypt,1970.0,52.0,0.0,1254.0
11,Iran,1970.0,160.0,5.0,4189.0
12,Bulgaria,1970.0,470.0,61.0,4773.0
13,Italy,1970.0,648.0,56.0,9719.0
14,Sudan,1970.0,2.0,0.0,888.0
15,Russia,1970.0,1071.0,489.0,5575.0
16,Argentina,1970.0,217.0,1.0,7302.0
17,Cuba,1970.0,393.0,46.0,1917.0
18,Greece,1970.0,101.0,2.0,6211.0
19,Cameroon,1970.0,18.0,0.0,982.0
20,Turkey,1970.0,76.0,1.0,3078.0
21,Chile,1970.0,19.0,0.0,5231.0
22,Mexico,1970.0,403.0,3.0,4320.0
23,United States of America,1970.0,1126.0,335.0,15030.0
24,Nicaragua,1970.0,21.0,0.0,2812.0
25,Hungary,1970.0,651.0,136.0,5028.0
26,Nigeria,1970.0,33.0,1.0,1094.0
27,Algeria,1970.0,6.0,0.0,2249.0
28,Kuwait,1970.0,19.0,0.0,30695.0
29,Bahrain,1970.0,0.0,0.0,3788.0
30,Pakistan,1970.0,42.0,31.0,952.0
31,Iraq,1970.0,0.0,0.0,3473.0
32,Syria,1970.0,5.0,0.0,3540.0
33,Qatar,1970.0,0.0,0.0,32573.0
34,Malaysia,1970.0,61.0,0.0,2079.0
35,Germany,1970.0,1887.0,522.0,10839.0
36,Canada,1970.0,811.0,31.0,12050.0
37,Ireland,1970.0,141.0,0.0,6199.0
38,Australia,1970.0,524.0,42.0,12024.0
39,South Africa,1970.0,0.0,0.0,4045.0
40,Tanzania,1970.0,20.0,0.0,568.0
41,Jordan,1970.0,0.0,0.0,2395.0
42,Tunisia,1970.0,48.0,1.0,1827.0
43,Libya,1970.0,0.0,0.0,9115.0
44,Belgium,1970.0,250.0,11.0,10611.0
45,Kazakhstan,1970.0,0.0,0.0,5575.0
46,Brunei,1970.0,0.0,0.0,2082.0
47,India,1970.0,66.0,14.0,868.0
48,Saudi Arabia,1970.0,33.0,0.0,7624.0
49,Maldives,1970.0,0.0,0.0,2082.0
50,Ethiopia,1970.0,40.0,2.0,595.0
51,United Arab Emirates,1970.0,0.0,0.0,24552.0
52,Yemen,1970.0,0.0,0.0,1230.0
53,Indonesia,1970.0,13.0,0.0,1181.0
54,Philippines,1970.0,88.0,0.0,1764.0
55,Kyrgyzstan,1970.0,0.0,0.0,5575.0
56,Tajikistan,1970.0,0.0,0.0,5575.0
57,Japan,1970.0,604.0,97.0,9714.0
58,Congo,1970.0,7.0,0.0,1696.0
59,Switzerland,1970.0,362.0,18.0,16904.0
60,Brazil,1970.0,191.0,5.0,3057.0
61,Israel,1970.0,48.0,0.0,8101.0
62,Uruguay,1970.0,25.0,0.0,5184.0
63,Sweden,1970.0,347.0,32.0,13011.0
64,Sri Lanka,1970.0,6.0,0.0,1499.0
65,Armenia,1970.0,0.0,0.0,5575.0
66,Ivory Coast,1970.0,16.0,0.0,1808.0
67,Kenya,1970.0,66.0,12.0,915.0
68,Benin,1970.0,2.0,0.0,1027.0
69,United Kingdom,1970.0,757.0,58.0,10767.0
70,Ghana,1970.0,37.0,1.0,1424.0
71,Niger,1970.0,0.0,0.0,839.0
72,Mali,1970.0,3.0,0.0,586.0
73,Afghanistan,1970.0,3.0,0.0,709.0
74,Poland,1970.0,704.0,119.0,4428.0
75,Costa Rica,1970.0,14.0,0.0,3754.0
76,Panama,1970.0,14.0,0.0,3814.0
77,Slovenia,1970.0,0.0,0.0,6567.3008
78,Guyana,1970.0,4.0,0.0,4948.0
79,New Zealand,1970.0,157.0,37.0,11189.0
80,Portugal,1970.0,57.0,2.0,5473.0
81,Paraguay,1970.0,5.0,0.0,1872.0
82,Angola,1970.0,0.0,0.0,1768.0
83,Venezuela,1970.0,74.0,1.0,10672.0
84,Colombia,1970.0,115.0,3.0,3094.0
85,Bangladesh,1970.0,0.0,0.0,630.0
86,Peru,1970.0,42.0,0.0,3854.0
87,El Salvador,1970.0,8.0,0.0,2187.0
88,Uganda,1970.0,35.0,2.0,867.0
89,Honduras,1970.0,3.0,0.0,1556.0
90,Ecuador,1970.0,11.0,0.0,2845.0
91,Mauritius,1970.0,0.0,0.0,2945.0
92,Czechia,1970.0,525.0,44.0,6449.6768
93,Luxembourg,1970.0,12.0,0.0,7399.0
94,Mauritania,1970.0,0.0,0.0,1059.0
95,Trinidad and Tobago,1970.0,54.0,1.0,8244.0
96,Dominican Rep.,1970.0,16.0,0.0,1561.0
97,Jamaica,1970.0,87.0,3.0,3849.0
98,Liberia,1970.0,5.0,0.0,1492.0
99,Nepal,1970.0,1.0,0.0,653.0
100,Mongolia,1970.0,73.0,2.0,787.0
101,Austria,1970.0,215.0,4.0,9747.0
102,Lithuania,1970.0,0.0,0.0,5575.0
103,Togo,1970.0,6.0,0.0,1075.0
104,Namibia,1970.0,0.0,0.0,3321.0
105,Ukraine,1970.0,0.0,0.0,5575.0
106,Iceland,1970.0,31.0,0.0,7399.0
107,Rwanda,1970.0,0.0,0.0,717.0
108,Croatia,1970.0,0.0,0.0,4315.0
109,Haiti,1970.0,21.0,0.0,919.0
110,Malta,1970.0,3.0,0.0,7399.0
111,Cyprus,1970.0,0.0,0.0,7399.0
112,Belize,1970.0,5.0,0.0,4948.0
113,Thailand,1970.0,94.0,1.0,1694.0
114,Serbia,1970.0,302.0,37.0,4315.0
115,Sierra Leone,1970.0,0.0,0.0,1129.0
116,Papua New Guinea,1970.0,9.0,0.0,2082.0
117,Fiji,1970.0,6.0,0.0,2082.0
118,Moldova,1970.0,0.0,0.0,5575.0
119,Guatemala,1970.0,39.0,0.0,2919.0
120,Latvia,1970.0,0.0,0.0,5575.0
121,Mozambique,1970.0,0.0,0.0,1743.0
122,Central African Rep.,1970.0,0.0,0.0,891.0
123,Madagascar,1970.0,13.0,0.0,1226.0
124,Slovakia,1970.0,0.0,0.0,6221.2666
125,Barbados,1970.0,30.0,0.0,4948.0
126,Dem. Rep. Congo,1970.0,0.0,0.0,768.0
127,Gabon,1970.0,1.0,0.0,5869.0
128,Botswana,1970.0,0.0,0.0,647.0
129,South Korea,1970.0,94.0,18.0,2167.0
130,Cambodia,1970.0,17.0,0.0,647.0
131,Senegal,1970.0,60.0,0.0,1435.0
132,Bolivia,1970.0,19.0,0.0,2176.0
133,Zimbabwe,1970.0,0.0,0.0,1282.0
134,Myanmar,1970.0,19.0,0.0,642.0
135,Malawi,1970.0,16.0,0.0,447.0
136,Zambia,1970.0,12.0,0.0,1073.0
137,Gambia,1970.0,0.0,0.0,879.0
138,Albania,1970.0,0.0,0.0,2004.0
139,eSwatini,1970.0,4.0,0.0,2036.0
140,Burkina Faso,1970.0,1.0,0.0,745.0
141,Burundi,1970.0,0.0,0.0,540.0
142,Vietnam,1970.0,1.0,0.0,735.0
143,Tonga,1970.0,0.0,0.0,2082.0
144,Lesotho,1970.0,2.0,0.0,604.0
145,China,1920.0,0.0,0.0,556.375
146,Denmark,1920.0,1.0,0.0,3992.0
147,Netherlands,1920.0,19.0,3.0,4220.0
148,Finland,1920.0,227.0,88.0,1846.0
149,Norway,1920.0,37.0,4.0,2739.0
150,Romania,1920.0,0.0,0.0,1480.9231
151,Estonia,1920.0,43.0,6.0,1432.9333
152,France,1920.0,172.0,61.0,3227.0
153,Morocco,1920.0,0.0,0.0,850.94592
154,Spain,1920.0,10.0,2.0,2177.0
155,Egypt,1920.0,1.0,0.0,903.51349
156,Iran,1920.0,0.0,0.0,1136.2162
157,Bulgaria,1920.0,3.0,0.0,1136.2727
158,Italy,1920.0,38.0,13.0,2587.0
159,Sudan,1920.0,0.0,0.0,682.62964
160,Russia,1920.0,0.0,0.0,1432.9333
161,Argentina,1920.0,24.0,9.0,3473.0
162,Cuba,1920.0,1.0,0.0,1300.9375
163,Greece,1920.0,10.0,0.0,1433.0
164,Cameroon,1920.0,0.0,0.0,682.62964
165,Turkey,1920.0,0.0,0.0,862.29999
166,Chile,1920.0,9.0,1.0,2768.0
167,Mexico,1920.0,1.0,0.0,1823.0
168,United States of America,1920.0,379.0,165.0,5552.0
169,Nicaragua,1920.0,0.0,0.0,1264.0
170,Hungary,1920.0,10.0,2.0,1709.0
171,Nigeria,1920.0,0.0,0.0,682.62964
172,Algeria,1920.0,0.0,0.0,1201.2162
173,Kuwait,1920.0,0.0,0.0,6308.2705
174,Bahrain,1920.0,0.0,0.0,1242.9189
175,Pakistan,1920.0,0.0,0.0,671.37836
176,Iraq,1920.0,0.0,0.0,1068.8649
177,Syria,1920.0,0.0,0.0,1550.3513
178,Qatar,1920.0,0.0,0.0,6593.7568
179,Malaysia,1920.0,0.0,0.0,1110.0
180,Germany,1920.0,60.0,17.0,2796.0
181,Canada,1920.0,50.0,25.0,3861.0
182,Ireland,1920.0,1.0,1.0,2558.375
183,Australia,1920.0,24.0,6.0,4766.0
184,South Africa,1920.0,21.0,6.0,1778.5135
185,Tanzania,1920.0,0.0,0.0,682.62964
186,Jordan,1920.0,0.0,0.0,1125.4324
187,Tunisia,1920.0,0.0,0.0,926.89191
188,Libya,1920.0,0.0,0.0,852.27448
189,Belgium,1920.0,27.0,7.0,3962.0
190,Kazakhstan,1920.0,0.0,0.0,1432.9333
191,Brunei,1920.0,0.0,0.0,871.75677
192,India,1920.0,0.0,0.0,635.0
193,Saudi Arabia,1920.0,0.0,0.0,1266.9459
194,Maldives,1920.0,0.0,0.0,871.75677
195,Ethiopia,1920.0,0.0,0.0,682.62964
196,United Arab Emirates,1920.0,0.0,0.0,3833.6758
197,Yemen,1920.0,0.0,0.0,1017.2162
198,Indonesia,1920.0,0.0,0.0,923.0
199,Philippines,1920.0,1.0,1.0,1289.0
200,Kyrgyzstan,1920.0,0.0,0.0,1432.9333
201,Tajikistan,1920.0,0.0,0.0,1432.9333
202,Japan,1920.0,20.0,4.0,1696.0
203,Congo,1920.0,0.0,0.0,682.62964
204,Switzerland,1920.0,9.0,2.0,4314.0
205,Brazil,1920.0,2.0,0.0,963.0
206,Israel,1920.0,0.0,0.0,1377.8108
207,Uruguay,1920.0,14.0,14.0,2674.0
208,Sweden,1920.0,121.0,33.0,3111.0
209,Sri Lanka,1920.0,0.0,0.0,1092.0
210,Armenia,1920.0,0.0,0.0,1432.9333
211,Ivory Coast,1920.0,0.0,0.0,682.62964
212,Kenya,1920.0,0.0,0.0,682.62964
213,Benin,1920.0,0.0,0.0,682.62964
214,United Kingdom,1920.0,82.0,24.0,4548.0
215,Ghana,1920.0,0.0,0.0,845.51349
216,Niger,1920.0,0.0,0.0,682.62964
217,Mali,1920.0,0.0,0.0,682.62964
218,Afghanistan,1920.0,0.0,0.0,731.75677
219,Poland,1920.0,101.0,17.0,1904.375
220,Costa Rica,1920.0,0.0,0.0,1624.0
221,Panama,1920.0,0.0,0.0,1273.1563
222,Slovenia,1920.0,0.0,0.0,1872.5027
223,Guyana,1920.0,0.0,0.0,1431.1082
224,New Zealand,1920.0,6.0,2.0,5641.0
225,Portugal,1920.0,1.0,0.0,1229.0
226,Paraguay,1920.0,0.0,0.0,1268.4615
227,Angola,1920.0,0.0,0.0,682.62964
228,Venezuela,1920.0,0.0,0.0,1173.0
229,Colombia,1920.0,0.0,0.0,1255.0
230,Bangladesh,1920.0,0.0,0.0,651.89191
231,Peru,1920.0,0.0,0.0,1226.0
232,El Salvador,1920.0,0.0,0.0,932.0
233,Uganda,1920.0,0.0,0.0,682.62964
234,Honduras,1920.0,0.0,0.0,1274.0
235,Ecuador,1920.0,0.0,0.0,1108.8077
236,Mauritius,1920.0,0.0,0.0,682.62964
237,Czechia,1920.0,35.0,1.0,2391.1492
238,Luxembourg,1920.0,16.0,0.0,2536.0
239,Mauritania,1920.0,0.0,0.0,682.62964
240,Trinidad and Tobago,1920.0,0.0,0.0,1536.7028
241,Dominican Rep.,1920.0,0.0,0.0,1035.9189
242,Jamaica,1920.0,0.0,0.0,709.91998
243,Liberia,1920.0,0.0,0.0,682.62964
244,Nepal,1920.0,0.0,0.0,530.86487
245,Mongolia,1920.0,0.0,0.0,692.02704
246,Austria,1920.0,1.0,0.0,2412.0
247,Lithuania,1920.0,0.0,0.0,1432.9333
248,Togo,1920.0,0.0,0.0,682.62964
249,Namibia,1920.0,0.0,0.0,682.62964
250,Ukraine,1920.0,0.0,0.0,1432.9333
251,Iceland,1920.0,0.0,0.0,2536.0
252,Rwanda,1920.0,0.0,0.0,682.62964
253,Croatia,1920.0,0.0,0.0,1803.0625
254,Haiti,1920.0,7.0,1.0,1039.5313
255,Malta,1920.0,0.0,0.0,2536.0
256,Cyprus,1920.0,0.0,0.0,2536.0
257,Belize,1920.0,0.0,0.0,1431.1082
258,Thailand,1920.0,0.0,0.0,820.0
259,Serbia,1920.0,7.0,0.0,1803.0625
260,Sierra Leone,1920.0,0.0,0.0,682.62964
261,Papua New Guinea,1920.0,0.0,0.0,871.75677
262,Fiji,1920.0,0.0,0.0,871.75677
263,Moldova,1920.0,0.0,0.0,1432.9333
264,Guatemala,1920.0,0.0,0.0,1272.0
265,Latvia,1920.0,0.0,0.0,1432.9333
266,Mozambique,1920.0,0.0,0.0,682.62964
267,Central African Rep.,1920.0,0.0,0.0,682.62964
268,Madagascar,1920.0,0.0,0.0,682.62964
269,Slovakia,1920.0,0.0,0.0,2745.042
270,Barbados,1920.0,0.0,0.0,1431.1082
271,Dem. Rep. Congo,1920.0,0.0,0.0,682.62964
272,Gabon,1920.0,0.0,0.0,682.62964
273,Botswana,1920.0,0.0,0.0,682.62964
274,South Korea,1920.0,0.0,0.0,1092.0
275,Cambodia,1920.0,0.0,0.0,700.91895
276,Senegal,1920.0,0.0,0.0,682.62964
277,Bolivia,1920.0,0.0,0.0,1180.625
278,Zimbabwe,1920.0,0.0,0.0,682.62964
279,Myanmar,1920.0,0.0,0.0,733.40002
280,Malawi,1920.0,0.0,0.0,682.62964
281,Zambia,1920.0,0.0,0.0,682.62964
282,Gambia,1920.0,0.0,0.0,682.62964
283,Albania,1920.0,0.0,0.0,861.3125
284,eSwatini,1920.0,0.0,0.0,682.62964
285,Burkina Faso,1920.0,0.0,0.0,682.62964
286,Burundi,1920.0,0.0,0.0,682.62964
287,Vietnam,1920.0,0.0,0.0,713.94592
288,Tonga,1920.0,0.0,0.0,871.75677
289,Lesotho,1920.0,0.0,0.0,682.62964
290,China,1990.0,868.0,186.0,1526.4088
291,Denmark,1990.0,166.0,22.0,33843.961
292,Netherlands,1990.0,471.0,95.0,32090.211
293,Finland,1990.0,234.0,11.0,28905.57
294,Norway,1990.0,225.0,41.0,42829.637
295,Romania,1990.0,352.0,66.0,11479.688
296,Estonia,1990.0,98.0,3.0,10820.0
297,France,1990.0,939.0,108.0,29527.975
298,Morocco,1990.0,49.0,5.0,3901.0374
299,Spain,1990.0,721.0,108.0,23758.762
300,Egypt,1990.0,51.0,0.0,6014.3013
301,Iran,1990.0,51.0,6.0,10173.677
302,Bulgaria,1990.0,401.0,38.0,9296.9297
303,Italy,1990.0,796.0,113.0,31141.902
304,Sudan,1990.0,6.0,0.0,1753.2607
305,Russia,1990.0,1041.0,285.0,20639.0
306,Argentina,1990.0,195.0,22.0,10833.503
307,Cuba,1990.0,329.0,118.0,13694.412
308,Greece,1990.0,223.0,10.0,20686.137
309,Cameroon,1990.0,28.0,0.0,2768.3225
310,Turkey,1990.0,74.0,11.0,10953.985
311,Chile,1990.0,30.0,0.0,9244.1592
312,Mexico,1990.0,186.0,2.0,12547.493
313,United States of America,1990.0,1470.0,464.0,37062.129
314,Nicaragua,1990.0,8.0,0.0,3019.9026
315,Hungary,1990.0,660.0,87.0,6459.0
316,Nigeria,1990.0,108.0,33.0,3030.4602
317,Algeria,1990.0,51.0,5.0,10238.884
318,Kuwait,1990.0,21.0,0.0,6121.0
319,Bahrain,1990.0,14.0,0.0,35112.555
320,Pakistan,1990.0,28.0,7.0,3056.9683
321,Iraq,1990.0,3.0,0.0,11515.501
322,Syria,1990.0,10.0,1.0,5701.0
323,Qatar,1990.0,25.0,1.0,7343.0
324,Malaysia,1990.0,47.0,5.0,10451.483
325,Germany,1990.0,1275.0,320.0,31287.07
326,Canada,1990.0,841.0,94.0,31299.654
327,Ireland,1990.0,126.0,6.0,22116.979
328,Australia,1990.0,818.0,182.0,28572.076
329,South Africa,1990.0,144.0,7.0,9903.8574
330,Tanzania,1990.0,15.0,0.0,1472.6644
331,Jordan,1990.0,5.0,0.0,6661.4453
332,Tunisia,1990.0,42.0,0.0,5614.9385
333,Libya,1990.0,6.0,0.0,3087.0
334,Belgium,1990.0,174.0,9.0,30701.26
335,Kazakhstan,1990.0,107.0,9.0,13050.486
336,Brunei,1990.0,1.0,0.0,85280.727
337,India,1990.0,52.0,1.0,1773.123
338,Saudi Arabia,1990.0,28.0,0.0,35342.617
339,Maldives,1990.0,13.0,0.0,2543.0
340,Ethiopia,1990.0,34.0,6.0,652.35223
341,United Arab Emirates,1990.0,23.0,0.0,114518.83
342,Yemen,1990.0,6.0,0.0,3353.7893
343,Indonesia,1990.0,57.0,9.0,4477.3101
344,Philippines,1990.0,35.0,2.0,4010.2034
345,Kyrgyzstan,1990.0,34.0,0.0,3474.668
346,Tajikistan,1990.0,3.0,0.0,3635.3386
347,Japan,1990.0,840.0,89.0,30447.258
348,Congo,1990.0,11.0,0.0,5256.7109
349,Switzerland,1990.0,337.0,12.0,47768.352
350,Brazil,1990.0,419.0,75.0,10245.831
351,Israel,1990.0,41.0,1.0,19760.158
352,Uruguay,1990.0,16.0,0.0,9840.7266
353,Sweden,1990.0,414.0,65.0,30933.633
354,Sri Lanka,1990.0,25.0,0.0,3665.5803
355,Armenia,1990.0,30.0,2.0,3735.5432
356,Ivory Coast,1990.0,25.0,0.0,3220.4946
357,Kenya,1990.0,95.0,16.0,2375.9709
358,Benin,1990.0,12.0,0.0,1456.0166
359,United Kingdom,1990.0,894.0,76.0,26769.357
360,Ghana,1990.0,53.0,3.0,1919.5967
361,Niger,1990.0,0.0,0.0,905.66425
362,Mali,1990.0,5.0,0.0,1269.2621
363,Afghanistan,1990.0,0.0,0.0,604.0
364,Poland,1990.0,470.0,68.0,10276.569
365,Costa Rica,1990.0,18.0,1.0,7787.1641
366,Panama,1990.0,7.0,0.0,7815.6792
367,Slovenia,1990.0,71.0,7.0,10859.729
368,Guyana,1990.0,16.0,0.0,2928.071
369,New Zealand,1990.0,169.0,17.0,24288.688
370,Portugal,1990.0,224.0,3.0,20166.928
371,Paraguay,1990.0,20.0,0.0,6036.4756
372,Angola,1990.0,50.0,0.0,4806.4302
373,Venezuela,1990.0,50.0,0.0,14450.682
374,Colombia,1990.0,80.0,1.0,7533.519
375,Bangladesh,1990.0,9.0,0.0,1290.431
376,Peru,1990.0,30.0,1.0,5312.6846
377,El Salvador,1990.0,7.0,0.0,4532.2866
378,Uganda,1990.0,11.0,1.0,783.10931
379,Honduras,1990.0,18.0,0.0,3205.2842
380,Ecuador,1990.0,32.0,1.0,7472.0293
381,Mauritius,1990.0,26.0,0.0,7386.8242
382,Czechia,1990.0,423.0,21.0,19965.246
383,Luxembourg,1990.0,9.0,0.0,54263.676
384,Mauritania,1990.0,9.0,0.0,2815.7144
385,Trinidad and Tobago,1990.0,26.0,2.0,12255.374
386,Dominican Rep.,1990.0,14.0,0.0,5267.103
387,Jamaica,1990.0,112.0,20.0,7403.5703
388,Liberia,1990.0,7.0,0.0,872.84021
389,Nepal,1990.0,3.0,0.0,1198.4412
390,Mongolia,1990.0,36.0,3.0,5122.5317
391,Austria,1990.0,213.0,9.0,31265.287
392,Lithuania,1990.0,118.0,24.0,8663.0
393,Togo,1990.0,14.0,0.0,1350.1326
394,Namibia,1990.0,15.0,4.0,5716.2314
395,Ukraine,1990.0,243.0,30.0,10463.96
396,Iceland,1990.0,28.0,0.0,28627.467
397,Rwanda,1990.0,5.0,0.0,850.36633
398,Croatia,1990.0,126.0,34.0,7351.0
399,Haiti,1990.0,6.0,0.0,1005.0
400,Malta,1990.0,12.0,0.0,16179.616
401,Cyprus,1990.0,30.0,0.0,23300.775
402,Belize,1990.0,21.0,0.0,5168.2886
403,Thailand,1990.0,105.0,3.0,6650.6929
404,Serbia,1990.0,65.0,23.0,5011.0
405,Sierra Leone,1990.0,32.0,0.0,1371.7889
406,Papua New Guinea,1990.0,33.0,0.0,1606.7197
407,Fiji,1990.0,46.0,0.0,5891.3062
408,Moldova,1990.0,39.0,3.0,6170.0
409,Guatemala,1990.0,20.0,0.0,5159.4004
410,Latvia,1990.0,90.0,4.0,9916.0
411,Mozambique,1990.0,6.0,1.0,375.01495
412,Central African Rep.,1990.0,10.0,0.0,932.87671
413,Madagascar,1990.0,24.0,0.0,1660.7263
414,Slovakia,1990.0,95.0,3.0,7763.0591
415,Barbados,1990.0,35.0,0.0,13298.485
416,Dem. Rep. Congo,1990.0,22.0,0.0,1267.7064
417,Gabon,1990.0,11.0,0.0,19499.553
418,Botswana,1990.0,12.0,0.0,8099.2607
419,South Korea,1990.0,392.0,53.0,12086.763
420,Cambodia,1990.0,4.0,0.0,881.0
421,Senegal,1990.0,21.0,0.0,1852.1453
422,Bolivia,1990.0,16.0,0.0,3707.3044
423,Zimbabwe,1990.0,31.0,0.0,2526.0723
424,Myanmar,1990.0,6.0,0.0,718.54449
425,Malawi,1990.0,4.0,0.0,746.45563
426,Zambia,1990.0,13.0,1.0,2308.6038
427,Gambia,1990.0,13.0,0.0,1516.9594
428,Albania,1990.0,10.0,0.0,4557.4082
429,eSwatini,1990.0,13.0,0.0,5518.5972
430,Burkina Faso,1990.0,8.0,0.0,844.34253
431,Burundi,1990.0,7.0,1.0,1049.1814
432,Vietnam,1990.0,9.0,0.0,1501.1389
433,Tonga,1990.0,8.0,1.0,3574.2332
434,Lesotho,1990.0,13.0,0.0,1365.1836
435,China,1960.0,79.0,0.0,662.0
436,Denmark,1960.0,269.0,52.0,8812.0
437,Netherlands,1960.0,458.0,48.0,8287.0
438,Finland,1960.0,496.0,15.0,6230.0
439,Norway,1960.0,177.0,8.0,7204.0
440,Romania,1960.0,488.0,54.0,1844.0
441,Estonia,1960.0,0.0,0.0,3945.0
442,France,1960.0,875.0,70.0,7398.0
443,Morocco,1960.0,61.0,1.0,1329.0
444,Spain,1960.0,345.0,14.0,3072.0
445,Egypt,1960.0,27.0,0.0,991.0
446,Iran,1960.0,133.0,11.0,2156.0
447,Bulgaria,1960.0,479.0,42.0,2912.0
448,Italy,1960.0,893.0,160.0,5916.0
449,Sudan,1960.0,8.0,0.0,1024.0
450,Russia,1960.0,1347.0,535.0,3945.0
451,Argentina,1960.0,392.0,7.0,5559.0
452,Cuba,1960.0,323.0,11.0,2052.0
453,Greece,1960.0,103.0,4.0,3146.0
454,Cameroon,1960.0,7.0,1.0,832.0
455,Turkey,1960.0,78.0,14.0,2247.0
456,Chile,1960.0,46.0,0.0,4270.0
457,Mexico,1960.0,680.0,11.0,3155.0
458,United States of America,1960.0,1449.0,460.0,11328.0
459,Nicaragua,1960.0,16.0,0.0,1983.0
460,Hungary,1960.0,933.0,202.0,3649.0
461,Nigeria,1960.0,79.0,1.0,820.0
462,Algeria,1960.0,16.0,0.0,2088.0
463,Kuwait,1960.0,0.0,0.0,28813.0
464,Bahrain,1960.0,0.0,0.0,2843.0
465,Pakistan,1960.0,112.0,43.0,647.0
466,Iraq,1960.0,30.0,0.0,2735.0
467,Syria,1960.0,1.0,0.0,3023.0
468,Qatar,1960.0,0.0,0.0,32810.0
469,Malaysia,1960.0,112.0,0.0,1530.0
470,Germany,1960.0,1681.0,308.0,7705.0
471,Canada,1960.0,609.0,24.0,8753.0
472,Ireland,1960.0,154.0,1.0,4282.0
473,Australia,1960.0,844.0,130.0,8791.0
474,South Africa,1960.0,70.0,3.0,3041.0
475,Tanzania,1960.0,7.0,0.0,459.0
476,Jordan,1960.0,0.0,0.0,2330.0
477,Tunisia,1960.0,74.0,4.0,1343.0
478,Libya,1960.0,0.0,0.0,1830.0
479,Belgium,1960.0,327.0,10.0,6952.0
480,Kazakhstan,1960.0,0.0,0.0,3945.0
481,Brunei,1960.0,0.0,0.0,1632.0
482,India,1960.0,126.0,44.0,753.0
483,Saudi Arabia,1960.0,0.0,0.0,3719.0
484,Maldives,1960.0,0.0,0.0,1632.0
485,Ethiopia,1960.0,60.0,4.0,440.0
486,United Arab Emirates,1960.0,0.0,0.0,22433.0
487,Yemen,1960.0,0.0,0.0,964.0
488,Indonesia,1960.0,28.0,0.0,1012.0
489,Philippines,1960.0,205.0,1.0,1476.0
490,Kyrgyzstan,1960.0,0.0,0.0,3945.0
491,Tajikistan,1960.0,0.0,0.0,3945.0
492,Japan,1960.0,1023.0,156.0,3986.0
493,Congo,1960.0,2.0,0.0,1416.0
494,Switzerland,1960.0,498.0,30.0,12457.0
495,Brazil,1960.0,142.0,24.0,2335.0
496,Israel,1960.0,93.0,0.0,4663.0
497,Uruguay,1960.0,115.0,1.0,4960.0
498,Sweden,1960.0,600.0,31.0,8792.0
499,Sri Lanka,1960.0,15.0,0.0,1295.0
500,Armenia,1960.0,0.0,0.0,3945.0
501,Ivory Coast,1960.0,17.0,0.0,1256.0
502,Kenya,1960.0,104.0,10.0,726.0
503,Benin,1960.0,0.0,0.0,978.0
504,United Kingdom,1960.0,1002.0,74.0,8645.0
505,Ghana,1960.0,86.0,2.0,1378.0
506,Niger,1960.0,0.0,0.0,761.0
507,Mali,1960.0,4.0,0.0,534.0
508,Afghanistan,1960.0,23.0,0.0,739.0
509,Poland,1960.0,843.0,113.0,3215.0
510,Costa Rica,1960.0,28.0,0.0,2715.0
511,Panama,1960.0,39.0,0.0,2391.0
512,Slovenia,1960.0,0.0,0.0,3626.9761
513,Guyana,1960.0,11.0,0.0,3478.0
514,New Zealand,1960.0,192.0,16.0,9465.0
515,Portugal,1960.0,164.0,2.0,2956.0
516,Paraguay,1960.0,0.0,0.0,1555.0
517,Angola,1960.0,0.0,0.0,1253.0
518,Venezuela,1960.0,106.0,2.0,9646.0
519,Colombia,1960.0,124.0,0.0,2497.0
520,Bangladesh,1960.0,0.0,0.0,545.0
521,Peru,1960.0,106.0,0.0,2969.0
522,El Salvador,1960.0,86.0,0.0,1764.0
523,Uganda,1960.0,49.0,2.0,713.0
524,Honduras,1960.0,6.0,0.0,1398.0
525,Ecuador,1960.0,41.0,0.0,2289.0
526,Mauritius,1960.0,0.0,0.0,2777.0
527,Czechia,1960.0,592.0,105.0,4102.689
528,Luxembourg,1960.0,151.0,0.0,4988.0
529,Mauritania,1960.0,0.0,0.0,625.0
530,Trinidad and Tobago,1960.0,43.0,6.0,6251.0
531,Dominican Rep.,1960.0,25.0,0.0,1302.0
532,Jamaica,1960.0,65.0,1.0,2654.0
533,Liberia,1960.0,5.0,0.0,1230.0
534,Nepal,1960.0,2.0,0.0,607.0
535,Mongolia,1960.0,76.0,4.0,586.0
536,Austria,1960.0,267.0,8.0,6519.0
537,Lithuania,1960.0,0.0,0.0,3945.0
538,Togo,1960.0,0.0,0.0,698.0
539,Namibia,1960.0,0.0,0.0,2616.0
540,Ukraine,1960.0,0.0,0.0,3945.0
541,Iceland,1960.0,29.0,0.0,4988.0
542,Rwanda,1960.0,0.0,0.0,656.0
543,Croatia,1960.0,0.0,0.0,3070.0
544,Haiti,1960.0,0.0,0.0,1062.0
545,Malta,1960.0,14.0,0.0,4988.0
